,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
477,Devil in Disguise,"First published July 27, 2021",Lisa Kleypas,Historical Romance,4.02,"18,749 ratings","384 pages, ebook",82,,974 people are currently reading,13.7k people want to read
478,Crossroads,"First published October 5, 2021",Jonathan Franzen,,4.06,"61,133 ratings","592 pages, Hardcover",83,,"6,686 people are currently reading",104k people want to read
479,A Fire in the Wilderness: The First Battle Between Ulysses S. Grant and Robert E. Lee,"Published May 4, 2021",John Reeves,Civil War,3.95,105 ratings,"270 pages, Hardcover",84,,19 people are currently reading,144 people want to read
480,Weights of Wrath,"First published March 9, 2021",M.E. Carter,Romance,3.69,732 ratings,"284 pages, Kindle Edition",85,,75 people are currently reading,663 people want to read
481,Madhouse at the End of the Earth: The Belgica's Journey into the Dark Antarctic Night,"First published May 4, 2021",Julian Sancton,,4.27,"15,190 ratings","354 pages, Hardcover",86,,"1,791 people are currently reading",32.1k people want to read
482,Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"First published October 19, 2021",Dave Quinn,Nonfiction,3.92,"12,980 ratings","480 pages, Kindle Edition",87,,"2,616 people are currently reading","8,151 people want to read"
483,Spellmaker,"First published March 9, 2021",Charlie N. Holmberg,Fantasy,4.20,"20,579 ratings","301 pages, Kindle Edition",88,,"2,922 people are currently reading",11.8k people want to read
484,Today a Woman Went Mad in the Supermarket: Stories,"First published August 31, 2021",Hilma Wolitzer,Short Stories,3.75,"4,094 ratings","208 pages, Hardcover",89,,557 people are currently reading,"9,783 people want to read"
485,Watercress,"First published March 30, 2021",Andrea Wang,Picture Books,4.53,"5,107 ratings","32 pages, Hardcover",90,,80 people are currently reading,"3,111 people want to read"
486,Nice Racism: How Progressive White People Perpetuate Racial Harm,"First published June 29, 2021",Robin DiAngelo,Nonfiction,3.96,"2,782 ratings","220 pages, ebook",91,,526 people are currently reading,"6,141 people want to read"
487,When You Are Mine,"First published June 24, 2021",Michael Robotham,Thriller,3.96,"14,952 ratings","416 pages, Hardcover",92,,832 people are currently reading,19.1k people want to read
488,The Eternal Decline and Fall of Rome: The History of a Dangerous Idea,"First published August 3, 2021",Edward J. Watts,History,3.76,139 ratings,"320 pages, Hardcover",93,,44 people are currently reading,476 people want to read
489,A Lady's Formula for Love,"First published February 9, 2021",Elizabeth Everett,Romance,3.37,"6,357 ratings","322 pages, Paperback",94,,517 people are currently reading,21.6k people want to read
490,"Nine Nasty Words: English in the Gutter — Then, Now, and Forever","First published May 4, 2021",John McWhorter,Nonfiction,3.95,"3,855 ratings","286 pages, ebook",95,,813 people are currently reading,"6,370 people want to read"
491,Milo Imagines the World,"Published February 2, 2021",Matt de la Peña,Picture Books,4.49,"3,272 ratings","40 pages, Hardcover",96,,42 people are currently reading,"1,913 people want to read"
492,How Lucky,"First published May 11, 2021",Will Leitch,Fiction,3.77,"28,398 ratings","290 pages, Hardcover",97,,"1,457 people are currently reading",28.5k people want to read
493,Couple Found Slain: After a Family Murder,"First published July 6, 2021",Mikita Brottman,True Crime,3.54,"2,068 ratings","256 pages, Hardcover",98,,189 people are currently reading,"9,076 people want to read"
494,Better Luck Next Time,"First published January 5, 2021",Julia Claiborne Johnson,Historical Fiction,3.60,"6,296 ratings","274 pages, Hardcover",99,,535 people are currently reading,21.4k people want to read
495,A Town Called Solace,"First published January 1, 2021",Mary Lawson,Fiction,4.02,"26,332 ratings","302 pages, Hardcover",100,,851 people are currently reading,21k people want to read
496,"Oh Look, a Cake!","First published May 11, 2021",J.C. McKee,Picture Books,3.92,608 ratings,"40 pages, Hardcover",1,,4 people are currently reading,188 people want to read
497,Highland Treasure,"First published January 26, 2021",Lynsay Sands,Historical Romance,4.07,"4,830 ratings","368 pages, ebook",2,,437 people are currently reading,"3,469 people want to read"
498,All of Us Villains,"First published November 9, 2021",Amanda Foody,Fantasy,3.86,"39,832 ratings","400 pages, Hardcover",3,,"2,630 people are currently reading",125k people want to read
499,Steel Fear,"First published July 13, 2021",Brandon Webb,Thriller,4.22,"1,972 ratings","441 pages, Hardcover",4,,233 people are currently reading,"8,649 people want to read"
500,The Disappearing Act,"First published June 8, 2021",Catherine Steadman,Thriller,3.62,"27,298 ratings","400 pages, Paperback",5,,"1,493 people are currently reading",41.4k people want to read
501,Meant to Be Immortal,"First published April 27, 2021",Lynsay Sands,Romance,4.17,"4,079 ratings","398 pages, Kindle Edition",6,,807 people are currently reading,"3,247 people want to read"
502,An Heiress's Guide to Deception and Desire,"First published November 16, 2021",Manda Collins,Romance,3.65,"6,166 ratings","368 pages, Kindle Edition",7,,275 people are currently reading,13.8k people want to read
503,A Place to Hang the Moon,"First published February 2, 2021",Kate Albus,Historical Fiction,4.57,"18,808 ratings","320 pages, Hardcover",8,,625 people are currently reading,23.7k people want to read
504,Run: Book One,"First published August 3, 2021",John Lewis,,4.31,"3,008 ratings","152 pages, Hardcover",9,,87 people are currently reading,"8,198 people want to read"
505,Starfish,"First published March 9, 2021",Lisa Fipps,,4.45,"31,375 ratings","256 pages, ebook",10,,836 people are currently reading,32.4k people want to read
506,Treasure & Dirt,"First published September 28, 2021",Chris Hammer,Crime,4.07,"9,567 ratings","512 pages, Kindle Edition",11,,474 people are currently reading,"5,628 people want to read"
507,Islands of Abandonment: Life in the Post-Human Landscape,"First published January 1, 2021",Cal Flyn,Nonfiction,4.20,"5,227 ratings","376 pages, Hardcover",12,,661 people are currently reading,13.6k people want to read
508,The Most Beautiful Girl in Cuba,"First published May 4, 2021",Chanel Cleeton,Historical Fiction,3.94,"16,276 ratings","367 pages, Hardcover",13,,"1,319 people are currently reading",31.9k people want to read
509,The Santa Suit,"First published September 28, 2021",Mary Kay Andrews,Christmas,3.79,"57,916 ratings","224 pages, Hardcover",14,,"2,550 people are currently reading",31.4k people want to read
510,Waiting for a Scot Like You,"First published February 23, 2021",Eva Leigh,Romance,3.72,"1,835 ratings","354 pages, Mass Market Paperback",15,,119 people are currently reading,"4,615 people want to read"
511,Squad,"First published October 5, 2021",Maggie Tokuda-Hall,,3.80,"13,087 ratings","224 pages, Paperback",16,,231 people are currently reading,21.4k people want to read
512,Light from Uncommon Stars,"First published September 28, 2021",Ryka Aoki,,4.06,"34,076 ratings","372 pages, Hardcover",17,,"2,181 people are currently reading",91.9k people want to read
513,Our Country Friends,"First published November 2, 2021",Gary Shteyngart,Fiction,3.21,"15,924 ratings","317 pages, Hardcover",18,,"2,714 people are currently reading",22.6k people want to read
514,Mister Impossible,"First published May 18, 2021",Maggie Stiefvater,Fantasy,4.13,"18,410 ratings","340 pages, Hardcover",19,,700 people are currently reading,20.6k people want to read
515,Dotted Lines,"First published March 2, 2021",Devney Perry,Romance,4.28,"7,557 ratings","234 pages, Kindle Edition",20,,647 people are currently reading,"4,429 people want to read"
516,Caul Baby,"First published April 6, 2021",Morgan Jerkins,Fiction,3.79,"3,870 ratings","339 pages, Hardcover",21,,252 people are currently reading,17.4k people want to read
517,Legacy,"First published May 25, 2021",Nora Roberts,Romance,4.17,"37,578 ratings","434 pages, Hardcover",22,,"5,190 people are currently reading",22.8k people want to read
518,Floaters: Poems,"First published January 19, 2021",Martín Espada,Poetry,4.40,584 ratings,"96 pages, Hardcover",23,,35 people are currently reading,"1,058 people want to read"
519,Fake Accounts,"First published February 2, 2021",Lauren Oyler,Fiction,2.83,"10,640 ratings","272 pages, Hardcover",24,,882 people are currently reading,23.3k people want to read
520,The Lady Has a Past,"First published May 4, 2021",Amanda Quick,Romance,4.20,"5,605 ratings","352 pages, ebook",25,,474 people are currently reading,"1,994 people want to read"
521,The Queens' English: The LGBTQIA+ Dictionary of Lingo and Colloquial Phrases,"First published February 2, 2021",Chloe O. Davis,Nonfiction,4.26,346 ratings,"336 pages, Hardcover",26,,80 people are currently reading,"1,679 people want to read"
522,The Power Couple,"First published February 9, 2021",Alex Berenson,Thriller,3.77,"12,262 ratings","421 pages, Hardcover",27,,"1,219 people are currently reading",16.5k people want to read
523,One Hundred Days,"First published June 1, 2021",Alice Pung,Fiction,3.96,"4,883 ratings","256 pages, Paperback",28,,134 people are currently reading,"8,307 people want to read"
524,Palm Beach,"First published August 3, 2021",Mary Adkins,Fiction,3.58,"1,872 ratings","304 pages, Hardcover",29,,140 people are currently reading,"9,307 people want to read"
525,Fight Night,"First published October 5, 2021",Miriam Toews,Fiction,4.03,"19,756 ratings","264 pages, Hardcover",30,,"1,206 people are currently reading",37.2k people want to read
526,Mile High with a Vampire,"First published September 21, 2021",Lynsay Sands,Romance,4.23,"3,856 ratings","384 pages, Kindle Edition",31,,238 people are currently reading,"4,910 people want to read"
527,A Lonely Man,"First published March 30, 2021",Chris Power,Fiction,3.28,"1,022 ratings","320 pages, Hardcover",32,,147 people are currently reading,"2,292 people want to read"
528,Who Is Maud Dixon?,"First published March 2, 2021",Alexandra Andrews,Fiction,3.83,"38,676 ratings","324 pages, Hardcover",33,,"1,620 people are currently reading",56.7k people want to read
529,Autopsy,"First published November 25, 2021",Patricia Cornwell,Mystery,3.84,"21,667 ratings","416 pages, Hardcover",34,,"3,111 people are currently reading",16.8k people want to read
530,The Christmas Bookshop,"First published October 26, 2021",Jenny Colgan,Christmas,3.73,"67,709 ratings","310 pages, Paperback",35,,11.2k people are currently reading,54k people want to read
531,The Atmospherians,"First published May 18, 2021",Isle McElroy,Fiction,3.44,"2,970 ratings","304 pages, Hardcover",36,,175 people are currently reading,13.6k people want to read
532,¡Hola Papi!: How to Come Out in a Walmart Parking Lot and Other Life Lessons,"First published June 8, 2021",John Paul Brammer,,4.05,"8,602 ratings","214 pages, Hardcover",37,,398 people are currently reading,20.8k people want to read
533,Maybe We Should,"First published November 2, 2021",Melissa Foster,Romance,4.41,"4,582 ratings","315 pages, Kindle Edition",38,,925 people are currently reading,"3,956 people want to read"
534,Facing the Mountain: A True Story of Japanese American Heroes in World War II,"First published May 11, 2021",Daniel James Brown,,4.49,"11,106 ratings","560 pages, Hardcover",39,,"2,787 people are currently reading",21.5k people want to read
535,While We Were Dating,"First published July 13, 2021",Jasmine Guillory,,3.73,"40,534 ratings",Audiobook,40,,"1,620 people are currently reading",70k people want to read
536,"Monstress, Volume 6: The Vow","First published September 14, 2021",Marjorie M. Liu,Fantasy,4.41,"4,106 ratings","176 pages, Paperback",41,,65 people are currently reading,"2,562 people want to read"
537,Heartscape,"First published March 21, 2021",Garrett Leigh,Romance,4.00,"4,304 ratings","236 pages, Kindle Edition",42,,417 people are currently reading,"1,657 people want to read"
538,Wildland: The Making of America's Fury,"First published September 14, 2021",Evan Osnos,Politics,4.23,"1,900 ratings","465 pages, Hardcover",43,,437 people are currently reading,"3,233 people want to read"
539,Unfinished Business,"First published June 1, 2021",J.A. Jance,Mystery,4.33,"5,865 ratings","352 pages, Hardcover",44,,686 people are currently reading,"5,604 people want to read"
540,56 Days,"First published August 17, 2021",Catherine Ryan Howard,Thriller,3.75,"56,843 ratings","305 pages, Hardcover",45,,"1,932 people are currently reading",56.8k people want to read
541,Game On: Tempting Twenty-Eight,"First published November 2, 2021",Janet Evanovich,Mystery,4.11,"51,480 ratings","286 pages, Hardcover",46,,"4,009 people are currently reading",14.7k people want to read
542,Shine your Icy Crown,"First published March 16, 2021",Amanda Lovelace,,3.96,"8,379 ratings","160 pages, Paperback",47,,139 people are currently reading,13.2k people want to read
